

|Skills        |Group     |  T| T6_9| T9_12| T12_15| T15_18| T18_21| T21_24| T24_27|
|605 |Germany     |Senior Data Engineer      |MEAN      | 131379|NA       |
|606 |Greece      |Senior Data Engineer      |MEAN      |  46350|NA       |
|607 |Hungary     |Senior Data Engineer      |MEAN      | 151925|NA       |
|608 |Ireland     |Senior Data Engineer      |MEAN      | 143358|NA       |
|609 |Netherlands |Senior Data Engineer      |MEAN      | 141542|NA       |
|610 |Poland      |Senior Data Engineer      |MEAN      | 102298|NA       |
|611 |Portugal    |Senior Data Engineer      |MEAN      | 122734|NA       |
|612 |Romania     |Senior Data Engineer      |MEAN      | 121849|NA       |
|613 |Spain       |Senior Data Engineer      |MEAN      | 127250|NA       |
|614 |Sweden      |Senior Data Engineer      |MEAN      | 151925|NA       |
|616 |Belgium     |Senior Data Engineer      |MAX       |  91773|NA       |
|617 |Denmark     |Senior Data Engineer      |MAX       | 151925|NA       |
|618 |Finland     |Senior Data Engineer      |MAX       | 108150|NA       |
|619 |France      |Senior Data Engineer      |MAX       | 151925|NA       |
|620 |Germany     |Senior Data Engineer      |MAX       | 160165|NA       |
|621 |Greece      |Senior Data Engineer      |MAX       |  46350|NA       |
|622 |Hungary     |Senior Data Engineer      |MAX       | 151925|NA       |
|623 |Ireland     |Senior Data Engineer      |MAX       | 160680|NA       |
|624 |Netherlands |Senior Data Engineer      |MAX       | 160165|NA       |
|625 |Poland      |Senior Data Engineer      |MAX       | 151925|NA       |
|626 |Portugal    |Senior Data Engineer      |MAX       | 159650|NA       |
|627 |Romania     |Senior Data Engineer      |MAX       | 151925|NA       |
|628 |Spain       |Senior Data Engineer      |MAX       | 181795|NA       |
|629 |Sweden      |Senior Data Engineer      |MAX       | 151925|NA       |
|631 |Denmark     |Senior Data Engineer      |STD       |      0|NA       |
|632 |Finland     |Senior Data Engineer      |STD       |   5991|NA       |
|633 |France      |Senior Data Engineer      |STD       |  25453|NA       |
|634 |Germany     |Senior Data Engineer      |STD       |  30406|NA       |
|635 |Hungary     |Senior Data Engineer      |STD       |      0|NA       |
|636 |Ireland     |Senior Data Engineer      |STD       |  25513|NA       |
|637 |Netherlands |Senior Data Engineer      |STD       |  28049|NA       |
|638 |Poland      |Senior Data Engineer      |STD       |  41914|NA       |
|639 |Portugal    |Senior Data Engineer      |STD       |  45178|NA       |
|640 |Romania     |Senior Data Engineer      |STD       |  42533|NA       |
|641 |Spain       |Senior Data Engineer      |STD       |  36835|NA       |
|642 |Sweden      |Senior Data Engineer      |STD       |      0|NA       |
|644 |Belgium     |Senior Data Engineer      |N         |      1|NA       |
|645 |Denmark     |Senior Data Engineer      |N         |      2|NA       |
|646 |Finland     |Senior Data Engineer      |N         |      2|NA       |
|647 |France      |Senior Data Engineer      |N         |     15|NA       |
|648 |Germany     |Senior Data Engineer      |N         |     26|NA       |
|649 |Greece      |Senior Data Engineer      |N         |      1|NA       |
|650 |Hungary     |Senior Data Engineer      |N         |      3|NA       |
|651 |Ireland     |Senior Data Engineer      |N         |      6|NA       |
|652 |Netherlands |Senior Data Engineer      |N         |      5|NA       |
|653 |Poland      |Senior Data Engineer      |N         |      9|NA       |
|654 |Portugal    |Senior Data Engineer      |N         |      5|NA       |
|655 |Romania     |Senior Data Engineer      |N         |      2|NA       |
|656 |Spain       |Senior Data Engineer      |N         |     11|NA       |
|657 |Sweden      |Senior Data Engineer      |N         |      6|NA       |
|659 |Belgium     |Senior Data Scientist     |MIN       |  58401|NA       |
|660 |Finland     |Senior Data Scientist     |MIN       |  90771|NA       |
|661 |France      |Senior Data Scientist     |MIN       |  91773|NA       |
|662 |Germany     |Senior Data Scientist     |MIN       |  83275|NA       |
|663 |Greece      |Senior Data Scientist     |MIN       |  75087|NA       |
|664 |Hungary     |Senior Data Scientist     |MIN       |  91773|NA       |
|665 |Ireland     |Senior Data Scientist     |MIN       | 146775|NA       |
|666 |Italy       |Senior Data Scientist     |MIN       |  74160|NA       |
|667 |Netherlands |Senior Data Scientist     |MIN       |  75087|NA       |
|668 |Poland      |Senior Data Scientist     |MIN       |  90771|NA       |
|669 |Portugal    |Senior Data Scientist     |MIN       |  58401|NA       |
|670 |Spain       |Senior Data Scientist     |MIN       |  46350|NA       |
|671 |Sweden      |Senior Data Scientist     |MIN       | 151925|NA       |
|673 |Belgium     |Senior Data Scientist     |MEDIAN    |  91773|NA       |
|674 |Finland     |Senior Data Scientist     |MEDIAN    | 126498|NA       |
|675 |France      |Senior Data Scientist     |MEDIAN    | 162225|NA       |
|676 |Germany     |Senior Data Scientist     |MEDIAN    | 162225|NA       |
|677 |Greece      |Senior Data Scientist     |MEDIAN    |  91863|NA       |
|678 |Hungary     |Senior Data Scientist     |MEDIAN    |  91773|NA       |
|679 |Ireland     |Senior Data Scientist     |MEDIAN    | 166602|NA       |
|680 |Italy       |Senior Data Scientist     |MEDIAN    |  75087|NA       |
|681 |Netherlands |Senior Data Scientist     |MEDIAN    | 151925|NA       |
|682 |Poland      |Senior Data Scientist     |MEDIAN    | 162225|NA       |
|683 |Portugal    |Senior Data Scientist     |MEDIAN    | 151925|NA       |
|684 |Spain       |Senior Data Scientist     |MEDIAN    | 162225|NA       |
|685 |Sweden      |Senior Data Scientist     |MEDIAN    | 175615|NA       |
|687 |Belgium     |Senior Data Scientist     |MEAN      |  80649|NA       |
|688 |Finland     |Senior Data Scientist     |MEAN      | 126498|NA       |
|689 |France      |Senior Data Scientist     |MEAN      | 146569|NA       |
|690 |Germany     |Senior Data Scientist     |MEAN      | 153190|NA       |
|691 |Greece      |Senior Data Scientist     |MEAN      | 117020|NA       |
|692 |Hungary     |Senior Data Scientist     |MEAN      | 115257|NA       |
|693 |Ireland     |Senior Data Scientist     |MEAN      | 162848|NA       |
|694 |Italy       |Senior Data Scientist     |MEAN      |  85902|NA       |
|695 |Netherlands |Senior Data Scientist     |MEAN      | 129745|NA       |
|696 |Poland      |Senior Data Scientist     |MEAN      | 136524|NA       |
|697 |Portugal    |Senior Data Scientist     |MEAN      | 129937|NA       |
|698 |Spain       |Senior Data Scientist     |MEAN      | 143030|NA       |
|699 |Sweden      |Senior Data Scientist     |MEAN      | 175100|NA       |
|701 |Belgium     |Senior Data Scientist     |MAX       |  91773|NA       |
|702 |Finland     |Senior Data Scientist     |MAX       | 162225|NA       |
|703 |France      |Senior Data Scientist     |MAX       | 162225|NA       |
|704 |Germany     |Senior Data Scientist     |MAX       | 231235|NA       |
|705 |Greece      |Senior Data Scientist     |MAX       | 206000|NA       |
|706 |Hungary     |Senior Data Scientist     |MAX       | 162225|NA       |
|707 |Ireland     |Senior Data Scientist     |MAX       | 171412|NA       |
|708 |Italy       |Senior Data Scientist     |MAX       | 108459|NA       |
|709 |Netherlands |Senior Data Scientist     |MAX       | 162225|NA       |
|710 |Poland      |Senior Data Scientist     |MAX       | 162225|NA       |
|711 |Portugal    |Senior Data Scientist     |MAX       | 162225|NA       |
|712 |Spain       |Senior Data Scientist     |MAX       | 217819|NA       |
|713 |Sweden      |Senior Data Scientist     |MAX       | 197760|NA       |
|715 |Belgium     |Senior Data Scientist     |STD       |  19267|NA       |
|716 |Finland     |Senior Data Scientist     |STD       |  50525|NA       |
|717 |France      |Senior Data Scientist     |STD       |  31066|NA       |
|718 |Germany     |Senior Data Scientist     |STD       |  34645|NA       |
|719 |Greece      |Senior Data Scientist     |STD       |  54310|NA       |
|720 |Hungary     |Senior Data Scientist     |STD       |  40675|NA       |
|721 |Ireland     |Senior Data Scientist     |STD       |  11521|NA       |
|722 |Italy       |Senior Data Scientist     |STD       |  19540|NA       |
|723 |Netherlands |Senior Data Scientist     |STD       |  47615|NA       |
|724 |Poland      |Senior Data Scientist     |STD       |  33703|NA       |
|725 |Portugal    |Senior Data Scientist     |STD       |  39096|NA       |
|726 |Spain       |Senior Data Scientist     |STD       |  60255|NA       |
|727 |Sweden      |Senior Data Scientist     |STD       |  22921|NA       |
|729 |Belgium     |Senior Data Scientist     |N         |      3|NA       |
|730 |Finland     |Senior Data Scientist     |N         |      2|NA       |
|731 |France      |Senior Data Scientist     |N         |      9|NA       |
|732 |Germany     |Senior Data Scientist     |N         |     21|NA       |
|733 |Greece      |Senior Data Scientist     |N         |      6|NA       |
|734 |Hungary     |Senior Data Scientist     |N         |      3|NA       |
|735 |Ireland     |Senior Data Scientist     |N         |      4|NA       |
|736 |Italy       |Senior Data Scientist     |N         |      3|NA       |
|737 |Netherlands |Senior Data Scientist     |N         |      3|NA       |
|738 |Poland      |Senior Data Scientist     |N         |     12|NA       |
|739 |Portugal    |Senior Data Scientist     |N         |     11|NA       |
|740 |Spain       |Senior Data Scientist     |N         |      7|NA       |
|741 |Sweden      |Senior Data Scientist     |N         |      3|NA       |
|743 |Belgium     |Software Engineer         |MIN       |  45751|NA       |
|744 |Finland     |Software Engineer         |MIN       |  77250|NA       |
|745 |France      |Software Engineer         |MIN       |  45751|NA       |
|746 |Germany     |Software Engineer         |MIN       |  58401|NA       |
|747 |Greece      |Software Engineer         |MIN       |  58401|NA       |
|748 |Hungary     |Software Engineer         |MIN       |  58401|NA       |
|749 |Ireland     |Software Engineer         |MIN       |  91773|NA       |
|750 |Italy       |Software Engineer         |MIN       |  84975|NA       |
|751 |Netherlands |Software Engineer         |MIN       |  58401|NA       |
|752 |Poland      |Software Engineer         |MIN       |  67742|NA       |
|753 |Portugal    |Software Engineer         |MIN       |  91773|NA       |
|754 |Romania     |Software Engineer         |MIN       |  44496|NA       |
|755 |Spain       |Software Engineer         |MIN       |  58401|NA       |
|756 |Sweden      |Software Engineer         |MIN       | 161195|NA       |
|758 |Belgium     |Software Engineer         |MEDIAN    |  60419|NA       |
|759 |Finland     |Software Engineer         |MEDIAN    |  77250|NA       |
|760 |France      |Software Engineer         |MEDIAN    | 146775|NA       |
|761 |Germany     |Software Engineer         |MEDIAN    |  87524|NA       |
|762 |Greece      |Software Engineer         |MEDIAN    |  83430|NA       |
|763 |Hungary     |Software Engineer         |MEDIAN    |  70838|NA       |
|764 |Ireland     |Software Engineer         |MEDIAN    |  91773|NA       |
|765 |Italy       |Software Engineer         |MEDIAN    |  96897|NA       |
|766 |Netherlands |Software Engineer         |MEDIAN    |  91773|NA       |
|767 |Poland      |Software Engineer         |MEDIAN    |  91773|NA       |
|768 |Portugal    |Software Engineer         |MEDIAN    |  97850|NA       |
|769 |Romania     |Software Engineer         |MEDIAN    | 144663|NA       |
|770 |Spain       |Software Engineer         |MEDIAN    |  79361|NA       |
|771 |Sweden      |Software Engineer         |MEDIAN    | 161195|NA       |
|773 |Belgium     |Software Engineer         |MEAN      |  60419|NA       |
|774 |Finland     |Software Engineer         |MEAN      |  77250|NA       |
|775 |France      |Software Engineer         |MEAN      | 131083|NA       |
|776 |Germany     |Software Engineer         |MEAN      |  93805|NA       |
|777 |Greece      |Software Engineer         |MEAN      |  93755|NA       |
|778 |Hungary     |Software Engineer         |MEAN      |  72962|NA       |
|779 |Ireland     |Software Engineer         |MEAN      |  91773|NA       |
|780 |Italy       |Software Engineer         |MEAN      |  96897|NA       |
|781 |Netherlands |Software Engineer         |MEAN      | 113746|NA       |
|782 |Poland      |Software Engineer         |MEAN      |  94958|NA       |
